order_id,customer_id,date,platform,sku,base_price,discount_rate,revenue,returned
ORD-00028,CUST-0019,2024-03-19,Shopify,AudioPro X1,179.95,0.01817019659997135,176.68027312183514,False
ORD-00029,CUST-0020,2024-09-16,Shopify,AudioPro X1,179.95,0.046183241877482635,171.63932562414698,False
ORD-00030,CUST-0020,2024-09-23,Amazon,AudioPro X1,179.95,0.0031897278126798937,179.37600848010825,False
ORD-00031,CUST-0021,2024-09-09,Amazon,WaterSound S2,149.95,0.0023496250501558735,149.59767372372912,False
ORD-00032,CUST-0021,2024-09-28,Shopify,AudioPro X1,179.95,0.02172654816522477,176.0403076576678,False
ORD-00033,CUST-0021,2024-10-18,Shopify,AudioPro X1,179.95,0.016311025349046576,177.01483098843906,False
ORD-00034,CUST-0022,2024-03-03,Shopify,AudioPro X1,179.95,0.014584672536079302,177.3254881771325,False
ORD-00035,CUST-0023,2024-03-30,Amazon,AudioPro X1,179.95,0.017739864482819435,176.75771138631663,False
ORD-00036,CUST-0024,2024-07-26,Amazon,ComfortFit C3,169.95,0.0008330235622107996,169.80842764560225,False
ORD-00037,CUST-0024,2024-08-15,Amazon,AudioPro X1,179.95,0.020536577174550603,176.25444293743962,False
ORD-00038,CUST-0025,2024-08-05,Shopify,AudioPro X1,179.95,0.025397434595320414,175.37973164457208,False
ORD-00039,CUST-0026,2024-11-14,Amazon,ComfortFit C3,169.95,0.03586309379328782,163.85506720983074,False
ORD-00040,CUST-0026,2024-09-30,Amazon,WaterSound S2,149.95,0.04694384875711365,142.9107698788708,False
ORD-00041,CUST-0027,2024-08-26,Amazon,AudioPro X1,179.95,0.043147981165650925,172.1855207892411,False
ORD-00042,CUST-0028,2024-07-23,Amazon,AudioPro X1,179.95,0.043700683565435786,172.08606199239983,False
ORD-00043,CUST-0029,2024-03-06,Amazon,WaterSound S2,149.95,0.025630762205159998,146.10666720733624,False
ORD-00044,CUST-0029,2024-03-20,Amazon,WaterSound S2,149.95,0.030753231492890568,145.33855293764105,False
ORD-00045,CUST-0030,2024-04-07,Amazon,AudioPro X1,179.95,0.011374080184677,177.90323427076737,False
ORD-00046,CUST-0030,2024-02-28,Amazon,AudioPro X1,179.95,0.0003571040884122523,179.8857391192902,False
ORD-00047,CUST-0030,2024-04-21,Shopify,ActiveMove A4,79.95,0.023017768656741346,78.10972939589354,False
ORD-00048,CUST-0031,2024-09-27,Amazon,ComfortFit C3,169.95,0.04807072702118195,161.7803799427501,False
ORD-00049,CUST-0032,2024-07-06,Amazon,ComfortFit C3,169.95,0.0067216713684775005,168.80765195092724,False
ORD-00050,CUST-0033,2024-06-18,Amazon,ComfortFit C3,169.95,0.02809676267598317,165.17495518321664,False
ORD-00051,CUST-0034,2024-02-25,Amazon,ActiveMove A4,79.95,0.02384916963088269,78.04325888801094,False
ORD-00052,CUST-0034,2024-03-18,Shopify,AudioPro X1,179.95,0.02437031515504038,175.56456178785047,False
ORD-00053,CUST-0035,2024-07-22,Shopify,AudioPro X1,179.95,0.01393471579642629,177.44244789243308,False
ORD-00054,CUST-0036,2024-10-28,Shopify,WaterSound S2,149.95,0.041182279737654544,143.77471715333868,False
ORD-00055,CUST-0037,2024-05-07,Amazon,WaterSound S2,149.95,0.007726041499525949,148.79148007714608,False
ORD-00056,CUST-0038,2024-02-27,Amazon,ComfortFit C3,169.95,0.043484066167183144,162.5598829548872,False
ORD-00057,CUST-0039,2024-10-16,Amazon,ActiveMove A4,79.95,0.04547976955554722,76.31389242403401,False
ORD-00058,CUST-0040,2024-11-01,Amazon,AudioPro X1,179.95,0.04803731513856777,171.30568514081472,False
ORD-00059,CUST-0041,2024-03-28,Amazon,ActiveMove A4,79.95,0.037434923921957755,76.95707783243948,False
ORD-00060,CUST-0042,2024-05-09,Amazon,ActiveMove A4,79.95,0.020282262972361877,78.32843307535967,False
ORD-00061,CUST-0043,2024-10-13,Amazon,AudioPro X1,179.95,0.0029525072229135974,179.41869632523668,False
ORD-00062,CUST-0044,2024-02-22,Amazon,ComfortFit C3,169.95,0.03056708281238631,164.75512427603493,False
ORD-00063,CUST-0045,2024-08-07,Amazon,AudioPro X1,179.95,0.001447215837168353,179.68957351010155,False
ORD-00064,CUST-0046,2024-04-16,Shopify,AudioPro X1,179.95,0.017103471732877767,176.87223026166865,False
ORD-00065,CUST-0047,2024-04-05,Amazon,AudioPro X1,179.95,0.007177237797188396,178.65845605839593,False
ORD-00066,CUST-0048,2024-02-02,Shopify,AudioPro X1,179.95,0.028559959198145687,174.81063534229366,False
ORD-00067,CUST-0048,2024-02-14,Shopify,ComfortFit C3,169.95,0.022505492934251484,166.12519147582395,False
ORD-00068,CUST-0049,2024-04-21,Shopify,AudioPro X1,179.95,0.019723969541942877,176.40067168092736,False
ORD-00069,CUST-0050,2024-04-19,Shopify,ActiveMove A4,79.95,0.025697772334535404,77.89546310185389,False
ORD-00070,CUST-0050,2024-05-12,Amazon,ComfortFit C3,169.95,0.01604985228204489,167.22232760466645,False
ORD-00071,CUST-0050,2024-05-04,Amazon,ActiveMove A4,79.95,0.01151596123414388,79.0292988993302,False
ORD-00072,CUST-0051,2024-10-16,Amazon,AudioPro X1,179.95,0.0245509881334455,175.53204968538648,False
ORD-00073,CUST-0051,2024-09-27,Shopify,WaterSound S2,149.95,0.025704096038309268,146.0956707990555,False
ORD-00074,CUST-0052,2024-07-15,Shopify,ComfortFit C3,169.95,0.034064105526621695,164.16080526575064,False
ORD-00075,CUST-0052,2024-09-01,Amazon,ActiveMove A4,79.95,0.00038833210769843586,79.91895284798952,False
ORD-00076,CUST-0053,2024-08-19,Shopify,WaterSound S2,149.95,0.0015176902766502133,149.7224223430163,False
ORD-00077,CUST-0054,2024-02-22,Amazon,WaterSound S2,149.95,0.005951065224657054,149.05763776956266,False
ORD-00078,CUST-0055,2024-06-11,Amazon,AudioPro X1,179.95,0.006282174620615699,178.81952267702022,False
ORD-00079,CUST-0056,2024-07-29,Amazon,AudioPro X1,179.95,0.00036959507221465127,179.88349136675495,False
ORD-00080,CUST-0057,2024-10-30,Amazon,AudioPro X1,179.95,0.0400068791376038,172.7507620991882,False
ORD-00081,CUST-0057,2024-10-26,Amazon,AudioPro X1,179.95,0.01338962372613169,177.5405372104826,False
ORD-00082,CUST-0058,2024-10-02,Amazon,AudioPro X1,179.95,0.03436171717303415,173.7666089947125,False
ORD-00083,CUST-0059,2024-09-22,Amazon,ActiveMove A4,79.95,0.0112919816111696,79.04720607018699,False
ORD-00084,CUST-0060,2024-09-10,Amazon,ComfortFit C3,169.95,0.01469583802524669,167.45244232760933,False
ORD-00085,CUST-0061,2024-08-17,Amazon,WaterSound S2,149.95,0.005220768474905902,149.16714576718783,False
ORD-00086,CUST-0061,2024-09-02,Amazon,AudioPro X1,179.95,0.037589908179346654,173.18569602312655,False
ORD-00087,CUST-0061,2024-07-12,Shopify,AudioPro X1,179.95,0.025913986034435555,175.28677821310333,False
ORD-00088,CUST-0062,2024-10-24,Amazon,WaterSound S2,149.95,0.0025582753222737954,149.56638661542502,False
ORD-00089,CUST-0062,2024-12-01,Shopify,AudioPro X1,179.95,0.006230669283916368,178.82879106235924,False
ORD-00090,CUST-0063,2024-09-07,Shopify,ComfortFit C3,169.95,0.04638728665377037,162.06648063319173,False
ORD-00091,CUST-0064,2024-07-27,Amazon,WaterSound S2,149.95,0.044987153920443584,0.0,True
ORD-00092,CUST-0064,2024-08-02,Amazon,WaterSound S2,149.95,0.028867670060983387,145.62129287435553,False
ORD-00093,CUST-0065,2024-09-30,Shopify,WaterSound S2,149.95,0.0042634170805838706,149.31070060876644,False
ORD-00094,CUST-0066,2024-04-20,Shopify,AudioPro X1,179.95,0.03458217009866591,173.72693849074506,False
ORD-00095,CUST-0067,2024-11-02,Shopify,AudioPro X1,179.95,0.02620981355316537,175.23354405110788,False
ORD-00096,CUST-0068,2024-09-11,Amazon,AudioPro X1,179.95,0.04140929346617265,172.49839764076222,False
ORD-00097,CUST-0069,2024-09-14,Amazon,AudioPro X1,179.95,0.006783073358018888,178.7293859492245,False
ORD-00098,CUST-0070,2024-07-20,Amazon,WaterSound S2,149.95,0.022696306821089796,146.54668879217758,False
ORD-00099,CUST-0071,2024-04-07,Shopify,AudioPro X1,179.95,0.01704809868214943,176.8821946421472,False
ORD-00100,CUST-0071,2024-04-01,Shopify,AudioPro X1,179.95,0.03271102310145065,174.06365139289395,False
ORD-00101,CUST-0072,2024-07-12,Amazon,ActiveMove A4,79.95,0.04878009595783262,76.05003132817129,False
ORD-00102,CUST-0073,2024-02-18,Amazon,ComfortFit C3,169.95,0.02695955397568165,165.3682238018329,False
ORD-00103,CUST-0074,2024-04-24,Amazon,WaterSound S2,149.95,0.004850910911854473,149.2226059087674,False
ORD-00104,CUST-0075,2024-02-11,Shopify,ComfortFit C3,169.95,0.023451246985894177,165.96446057474728,False
ORD-00105,CUST-0075,2024-03-02,Amazon,ActiveMove A4,79.95,0.046573949629834036,76.22641272709477,False
ORD-00106,CUST-0076,2024-06-02,Shopify,ComfortFit C3,169.95,0.03412558650581001,164.15035657333758,False
ORD-00107,CUST-0077,2024-05-29,Amazon,WaterSound S2,149.95,0.03277549859230563,145.03531398608376,False
ORD-00108,CUST-0078,2024-04-27,Amazon,ActiveMove A4,79.95,0.04915323498074103,76.02019886328976,False
ORD-00109,CUST-0078,2024-03-28,Amazon,ActiveMove A4,79.95,0.012232752730235653,78.97199141921767,False
ORD-00110,CUST-0079,2024-07-09,Amazon,AudioPro X1,179.95,0.03358301154989494,173.90673707159638,False
ORD-00111,CUST-0080,2024-05-15,Shopify,WaterSound S2,149.95,0.002438315940657021,149.58437452469846,False
ORD-00112,CUST-0081,2024-06-25,Shopify,ComfortFit C3,169.95,0.03418941004449373,164.13950976293827,False
ORD-00113,CUST-0082,2024-11-20,Amazon,ActiveMove A4,79.95,0.1557002387551934,0.0,True
ORD-00114,CUST-0082,2024-11-20,Amazon,WaterSound S2,149.95,0.1557002387551934,126.60274919865874,False
ORD-00115,CUST-0083,2024-09-25,Shopify,ActiveMove A4,79.95,0.014202919452021451,78.8144765898109,False
ORD-00116,CUST-0084,2024-09-14,Shopify,ComfortFit C3,169.95,0.029037799952782956,165.01502589802453,False
ORD-00117,CUST-0085,2024-03-07,Amazon,ComfortFit C3,169.95,0.03469315809378661,164.05389778196096,False
ORD-00118,CUST-0086,2024-03-09,Amazon,ActiveMove A4,79.95,0.00920506616804785,79.21405495986458,False
ORD-00119,CUST-0087,2024-05-15,Shopify,ActiveMove A4,79.95,0.0035395718005587218,79.66701123454533,False
ORD-00120,CUST-0088,2024-08-11,Amazon,AudioPro X1,179.95,0.014306752122915718,177.3754999554813,False
ORD-00121,CUST-0089,2024-10-23,Shopify,ComfortFit C3,169.95,0.010495902287402575,168.16622140625591,False
ORD-00122,CUST-0090,2024-03-17,Amazon,AudioPro X1,179.95,0.04574174749984391,171.71877253740308,False
ORD-00123,CUST-0091,2024-03-03,Shopify,AudioPro X1,179.95,0.01040530172981864,178.07756595371913,False
ORD-00124,CUST-0092,2024-04-04,Shopify,AudioPro X1,179.95,0.029684230995436663,174.60832263237114,False
ORD-00125,CUST-0093,2024-08-12,Shopify,ActiveMove A4,79.95,0.00011617030659651362,79.94071218398761,False
ORD-00126,CUST-0094,2024-11-26,Amazon,ActiveMove A4,79.95,0.24152899403792738,60.63975692666771,False
ORD-00127,CUST-0094,2024-11-26,Shopify,ActiveMove A4,79.95,0.24152899403792738,60.63975692666771,False
ORD-00128,CUST-0094,2024-10-22,Shopify,AudioPro X1,179.95,0.02728343324843174,175.0403461869447,False
ORD-00129,CUST-0095,2024-05-12,Amazon,AudioPro X1,179.95,0.015186752311254971,177.21714392158967,False
ORD-00130,CUST-0096,2024-06-20,Amazon,WaterSound S2,149.95,0.005361119710424373,149.14610009942186,False
ORD-00131,CUST-0097,2024-09-05,Shopify,ActiveMove A4,79.95,0.008342428910278882,79.2830228086232,False
ORD-00132,CUST-0097,2024-09-10,Amazon,AudioPro X1,179.95,0.01829496493089038,176.65782106068627,False
ORD-00133,CUST-0098,2024-03-03,Amazon,ActiveMove A4,79.95,0.0019503210381409065,79.79407183300064,False
ORD-00134,CUST-0099,2024-08-27,Amazon,AudioPro X1,179.95,0.017087442116296366,176.87511479117248,False
ORD-00135,CUST-0099,2024-09-15,Shopify,AudioPro X1,179.95,0.04928003669764002,171.08205739625967,False
ORD-00136,CUST-0100,2024-04-28,Shopify,WaterSound S2,149.95,0.0428548469804958,143.52391569527464,False
ORD-00137,CUST-0101,2024-05-21,Shopify,ActiveMove A4,79.95,0.015518544455406003,78.7092923707903,False
ORD-00138,CUST-0102,2024-10-27,Amazon,WaterSound S2,149.95,0.011966614327367932,148.15560618161118,False
ORD-00139,CUST-0103,2024-02-02,Shopify,AudioPro X1,179.95,0.03165893374478861,174.2529748726253,False
ORD-00140,CUST-0104,2024-09-02,Amazon,AudioPro X1,179.95,0.014977815980744864,177.25474201426493,False
ORD-00141,CUST-0105,2024-09-13,Amazon,AudioPro X1,179.95,0.020259857128766486,0.0,True
ORD-00142,CUST-0105,2024-09-28,Amazon,AudioPro X1,179.95,0.04563025134415552,171.7388362706192,False
ORD-00143,CUST-0105,2024-09-23,Shopify,ActiveMove A4,79.95,0.01325853705916778,78.88997996211954,False
ORD-00144,CUST-0106,2024-11-21,Shopify,AudioPro X1,179.95,0.21301750848870415,141.61749934745768,False
ORD-00145,CUST-0106,2024-11-21,Shopify,WaterSound S2,149.95,0.21301750848870415,118.00802460211881,False
ORD-00146,CUST-0107,2024-08-19,Amazon,AudioPro X1,179.95,0.018915780358262975,176.54610532453054,False
ORD-00147,CUST-0107,2024-09-08,Shopify,ActiveMove A4,79.95,0.025728089517414923,77.89303924308268,False
ORD-00148,CUST-0108,2024-01-16,Amazon,AudioPro X1,179.95,0.003503434786059473,179.31955691024856,False
ORD-00149,CUST-0109,2024-02-28,Amazon,AudioPro X1,179.95,0.015294740663075996,177.19771141767947,False
ORD-00150,CUST-0109,2024-04-06,Amazon,ComfortFit C3,169.95,0.008698185295166933,168.47174340908637,False
ORD-00151,CUST-0109,2024-02-16,Amazon,AudioPro X1,179.95,0.02911187244012932,174.7113185543987,False
ORD-00152,CUST-0110,2024-07-02,Amazon,ActiveMove A4,79.95,0.03981953613098545,76.76642808632772,False
ORD-00153,CUST-0110,2024-06-28,Shopify,AudioPro X1,179.95,0.012439853187657397,177.71144841888105,False
ORD-00154,CUST-0111,2024-04-15,Amazon,AudioPro X1,179.95,0.043676713212260736,172.09037545745366,False
ORD-00155,CUST-0112,2024-08-25,Shopify,AudioPro X1,179.95,0.044098777757030375,172.01442494262236,False
ORD-00156,CUST-0113,2024-09-07,Amazon,AudioPro X1,179.95,0.03811806068535864,0.0,True
ORD-00157,CUST-0114,2024-03-10,Amazon,WaterSound S2,149.95,0.02590076744542599,146.06617992155836,False
ORD-00158,CUST-0115,2024-04-23,Shopify,AudioPro X1,179.95,0.013459486973665264,177.52796531908893,False
ORD-00159,CUST-0116,2024-09-19,Shopify,WaterSound S2,149.95,0.031401523228476856,145.2413415918899,False
ORD-00160,CUST-0117,2024-09-19,Amazon,ComfortFit C3,169.95,0.027061910721691507,165.35082827284853,False
ORD-00161,CUST-0117,2024-09-12,Shopify,WaterSound S2,149.95,0.017937125527144434,147.26032802720468,False
ORD-00162,CUST-0118,2024-10-11,Shopify,AudioPro X1,179.95,0.04344795525104481,172.13154045257448,False
ORD-00163,CUST-0119,2024-06-18,Amazon,AudioPro X1,179.95,0.009615788639217526,178.2196388343728,False
ORD-00164,CUST-0119,2024-06-12,Amazon,ActiveMove A4,79.95,0.023159971815446025,78.0983602533551,False
ORD-00165,CUST-0120,2024-08-05,Amazon,ComfortFit C3,169.95,0.01879106095039705,166.75645919148002,False
ORD-00166,CUST-0120,2024-08-10,Amazon,WaterSound S2,149.95,0.015119787015196113,147.68278793707134,False
ORD-00167,CUST-0121,2024-03-26,Amazon,AudioPro X1,179.95,0.020946181239645936,176.1807346859257,False
ORD-00168,CUST-0121,2024-02-03,Amazon,ComfortFit C3,169.95,0.017937788101063692,166.90147291222422,False
ORD-00169,CUST-0121,2024-02-06,Amazon,AudioPro X1,179.95,0.008739249394168298,178.3773720715194,False
ORD-00170,CUST-0122,2024-03-02,Amazon,AudioPro X1,179.95,0.00024342038277516134,179.9061965021196,False
ORD-00171,CUST-0122,2024-03-12,Shopify,AudioPro X1,179.95,0.012414373981542298,177.71603340202145,False
ORD-00172,CUST-0123,2024-02-27,Amazon,AudioPro X1,179.95,0.04228210458122107,172.34133528060926,False
ORD-00173,CUST-0124,2024-06-23,Shopify,AudioPro X1,179.95,0.04396965284035978,172.03766097137725,False
ORD-00174,CUST-0124,2024-06-30,Shopify,WaterSound S2,149.95,0.04989887277791302,142.46766402695192,False
ORD-00175,CUST-0124,2024-08-04,Amazon,AudioPro X1,179.95,0.03950416249857189,172.84122595838198,False
ORD-00176,CUST-0125,2024-07-13,Amazon,AudioPro X1,179.95,0.031187186304379784,174.33786582452686,False
ORD-00177,CUST-0126,2024-10-23,Amazon,ActiveMove A4,79.95,0.0385918017615055,76.86458544916765,False
ORD-00178,CUST-0127,2024-05-16,Shopify,AudioPro X1,179.95,0.010780488262152239,178.01005113722567,False
ORD-00179,CUST-0128,2024-10-14,Shopify,AudioPro X1,179.95,0.014457516722707548,177.34836986574877,False
ORD-00180,CUST-0128,2024-11-02,Amazon,AudioPro X1,179.95,0.0482464300750913,171.2680549079873,False
ORD-00181,CUST-0128,2024-12-08,Amazon,AudioPro X1,179.95,0.0022294046367071995,179.54881863562454,False
ORD-00182,CUST-0129,2024-04-13,Amazon,ActiveMove A4,79.95,0.029967929356790136,77.55406404792463,False
ORD-00183,CUST-0129,2024-03-25,Amazon,ComfortFit C3,169.95,0.024948397211039655,165.7100198939838,False
ORD-00184,CUST-0129,2024-04-06,Amazon,ActiveMove A4,79.95,0.010509598435942319,79.10975760504641,False
ORD-00185,CUST-0130,2024-07-06,Amazon,ActiveMove A4,79.95,0.030655811953462078,77.49906783432071,False
ORD-00186,CUST-0130,2024-06-22,Amazon,AudioPro X1,179.95,0.029246544698936085,174.68708428142645,False
ORD-00187,CUST-0131,2024-03-04,Amazon,ComfortFit C3,169.95,0.025093476551225187,165.68536366011926,False
ORD-00188,CUST-0132,2024-04-30,Amazon,AudioPro X1,179.95,0.040750765833807406,0.0,True
ORD-00189,CUST-0133,2024-06-13,Amazon,WaterSound S2,149.95,0.038228413187971516,144.21764944246365,False
ORD-00190,CUST-0133,2024-06-04,Amazon,AudioPro X1,179.95,0.005058280980655161,179.03976233753107,False
ORD-00191,CUST-0133,2024-06-17,Amazon,AudioPro X1,179.95,0.0048320292082435715,179.08047634397656,False
ORD-00192,CUST-0134,2024-10-27,Amazon,AudioPro X1,179.95,0.04332978442977518,172.15280529186194,False
ORD-00193,CUST-0134,2024-11-04,Shopify,AudioPro X1,179.95,0.03501739444332848,173.648619869923,False
ORD-00194,CUST-0135,2024-02-13,Amazon,AudioPro X1,179.95,0.023727217507927813,175.68028720944838,False
ORD-00195,CUST-0135,2024-02-26,Amazon,WaterSound S2,149.95,0.04241015642764478,143.59059704367465,False
ORD-00196,CUST-0136,2024-05-25,Amazon,ActiveMove A4,79.95,0.02770938255023956,77.73463486510835,False
ORD-00197,CUST-0136,2024-05-05,Shopify,WaterSound S2,149.95,0.011916860531399849,148.16306676331658,False
ORD-00198,CUST-0137,2024-02-22,Amazon,ComfortFit C3,169.95,0.038658384587347945,163.38000753938022,False
ORD-00199,CUST-0138,2024-11-29,Amazon,WaterSound S2,149.95,0.15351592502711942,126.93028704218344,False
ORD-00200,CUST-0138,2024-11-29,Amazon,WaterSound S2,149.95,0.15351592502711942,126.93028704218344,False
ORD-00201,CUST-0139,2024-05-23,Amazon,AudioPro X1,179.95,0.009221759529213247,178.29054437271807,False
ORD-00202,CUST-0140,2024-10-09,Amazon,ComfortFit C3,169.95,0.0010574911674708144,169.77027937608833,False
ORD-00203,CUST-0141,2024-07-13,Amazon,WaterSound S2,149.95,0.045853838973490664,143.07421684592506,False
ORD-00204,CUST-0142,2024-08-18,Shopify,AudioPro X1,179.95,0.017626462065025866,176.7781181513986,False
ORD-00205,CUST-0143,2024-10-25,Amazon,AudioPro X1,179.95,0.025960348730173007,175.27843524600536,False
ORD-00206,CUST-0144,2024-05-26,Shopify,WaterSound S2,149.95,0.0188129664665211,147.12899567834515,False
ORD-00207,CUST-0145,2024-06-23,Amazon,ComfortFit C3,169.95,0.02267864048075874,166.09576505029503,False
ORD-00208,CUST-0145,2024-05-24,Amazon,ActiveMove A4,79.95,0.005682301934835971,79.49569996030986,False
ORD-00209,CUST-0146,2024-09-24,Amazon,WaterSound S2,149.95,0.03637682136150713,144.495295636842,False
ORD-00210,CUST-0146,2024-09-25,Amazon,AudioPro X1,179.95,0.037815504849014706,0.0,True
ORD-00211,CUST-0147,2024-09-18,Amazon,ActiveMove A4,79.95,0.034969237049368364,77.154209497903,False
ORD-00212,CUST-0148,2024-07-17,Shopify,ComfortFit C3,169.95,0.005420018635831136,169.0288678328405,False
ORD-00213,CUST-0149,2024-07-08,Shopify,AudioPro X1,179.95,0.020181294763494857,176.3183760073091,False
ORD-00214,CUST-0150,2024-07-21,Amazon,AudioPro X1,179.95,0.003145373800901197,179.38398998452783,False
ORD-00215,CUST-0151,2024-08-30,Amazon,ActiveMove A4,79.95,0.03328252503129799,0.0,True
ORD-00216,CUST-0151,2024-09-03,Amazon,WaterSound S2,149.95,0.018615354928652388,147.15862752844856,False
ORD-00217,CUST-0152,2024-09-26,Amazon,WaterSound S2,149.95,0.032477147930183026,145.08005166786904,False
ORD-00218,CUST-0152,2024-09-06,Amazon,WaterSound S2,149.95,0.04182198686880617,143.6787930690225,False
ORD-00219,CUST-0152,2024-09-25,Amazon,ComfortFit C3,169.95,0.028583943917486927,165.09215873122307,False
ORD-00220,CUST-0153,2024-07-19,Amazon,ActiveMove A4,79.95,0.048505844320921615,76.07195774654232,False
ORD-00221,CUST-0154,2024-06-05,Amazon,AudioPro X1,179.95,0.01284150188625926,177.63917173556766,False
ORD-00222,CUST-0155,2024-06-22,Amazon,AudioPro X1,179.95,0.0345963681633296,173.72438354900885,False
ORD-00223,CUST-0155,2024-08-03,Amazon,AudioPro X1,179.95,0.04775315935631183,171.35681897383168,False
ORD-00224,CUST-0155,2024-06-18,Amazon,ActiveMove A4,79.95,0.032512753554683076,77.3506053533031,False
ORD-00225,CUST-0156,2024-04-22,Shopify,ActiveMove A4,79.95,0.03944725619674634,76.79619186707014,False
ORD-00226,CUST-0157,2024-09-24,Shopify,AudioPro X1,179.95,0.03864200417132517,172.99637134937004,False
ORD-00227,CUST-0158,2024-08-23,Amazon,WaterSound S2,149.95,0.039028636291047,144.0976559881575,False
ORD-00228,CUST-0159,2024-05-05,Shopify,AudioPro X1,179.95,0.008821988523517515,178.362483165193,False
ORD-00229,CUST-0160,2024-03-29,Amazon,AudioPro X1,179.95,0.04556709081082044,171.75020200859285,False
ORD-00230,CUST-0161,2024-11-10,Amazon,AudioPro X1,179.95,0.01770770983797475,176.76349761465644,False
ORD-00231,CUST-0161,2024-09-30,Amazon,ComfortFit C3,169.95,0.0047424596626578054,169.14401898033128,False
ORD-00232,CUST-0162,2024-12-07,Amazon,AudioPro X1,179.95,0.00937636114560833,178.26272381184776,False
ORD-00233,CUST-0163,2024-05-06,Amazon,WaterSound S2,149.95,0.016873852285648593,147.41976584976697,False
ORD-00234,CUST-0163,2024-05-19,Shopify,AudioPro X1,179.95,0.033174517256435505,173.98024561970442,False
ORD-00235,CUST-0164,2024-04-12,Amazon,ActiveMove A4,79.95,0.009528802325859693,79.18817225404752,False
ORD-00236,CUST-0164,2024-04-15,Amazon,ComfortFit C3,169.95,0.004868836455400211,169.12254124440472,False
ORD-00237,CUST-0165,2024-04-23,Shopify,ActiveMove A4,79.95,0.022637716885437004,78.14011453500932,False
ORD-00238,CUST-0165,2024-06-14,Shopify,AudioPro X1,179.95,0.018228321375993225,176.66981356839003,False
ORD-00239,CUST-0165,2024-05-10,Amazon,AudioPro X1,179.95,0.02544426275871229,175.37130491656973,False
ORD-00240,CUST-0166,2024-04-06,Shopify,WaterSound S2,149.95,0.021605811840096467,146.71020851457752,False
ORD-00241,CUST-0167,2024-07-11,Shopify,ComfortFit C3,169.95,0.035893529027596426,163.84989474175998,False
ORD-00242,CUST-0168,2024-06-06,Amazon,ComfortFit C3,169.95,0.03622789545794091,163.79306916692292,False
